glasses,eyesight,sleep_wkdy,sleep_wknd,id,nsibs,samp,race_eth,sex,region,income,res_1980,res_2002,age_bir
0,2,6,7,3719,2,5,3,2,2,4390,11,11,23
0,2,7,8,3721,3,1,3,1,2,32100,11,19,20
0,2,8,8,3722,0,1,3,1,2,13829,1,11,40
0,4,8,8,3723,2,1,3,1,2,13000,11,11,18
0,1,6,6,3733,3,1,3,1,2,29000,3,11,22
1,2,6,8,3736,5,5,3,2,2,21000,11,11,31
1,3,4,4,3768,2,6,3,2,2,4856,11,11,14
1,1,8,8,3769,5,6,3,2,2,4035,11,11,18
1,2,6,6,3781,2,5,3,2,2,50000,3,11,30
0,2,8,8,3787,0,6,3,2,2,7200,11,11,23
0,1,4,6,3791,3,5,3,2,2,18928,11,11,21
0,1,8,8,3793,3,5,3,2,2,23376,11,11,26
0,1,8,9,3799,3,5,3,2,2,2910,11,11,34
1,1,7,8,3804,2,5,3,2,2,40000,3,11,28
1,1,4,8,3807,6,1,3,1,2,25000,2,11,30
1,1,7,7,3817,1,5,3,2,2,6500,11,11,39
0,2,6,7,3829,0,1,3,1,2,24000,11,11,24
1,1,5,5,3839,2,5,3,2,2,4000,11,11,22
1,2,7,7,3860,2,1,3,1,2,30000,3,11,29
0,3,6,6,3866,1,2,3,1,3,25000,3,11,28
1,3,7,7,3877,3,5,3,2,2,1200,3,11,23
0,2,7,8,3889,1,5,3,2,2,35000,3,11,27
1,3,6,6,3895,3,1,3,1,2,45000,3,11,25
0,2,8,8,3901,1,1,3,1,2,2300,11,11,34
1,2,6,8,3908,2,6,3,2,2,1300,11,11,33
0,1,6,6,3954,6,3,2,1,3,11000,1,19,26
1,1,7,10,3967,1,4,1,1,3,40000,11,11,26
1,2,6,6,3970,1,5,3,2,3,20000,16,11,29
1,1,7,8,3972,2,5,3,2,3,36000,3,11,27
1,1,5,5,3985,5,1,3,1,3,9950,11,11,20
0,1,7,7,3987,4,3,2,1,3,11360,11,11,18
0,3,5,5,3988,6,7,2,2,3,11361,11,11,20
0,2,7,7,3992,3,5,3,2,3,18500,11,11,16
1,2,5,5,3995,4,7,2,2,3,10000,11,11,17
0,4,5,5,4025,4,1,3,1,3,600,11,11,19
0,2,7,8,4041,3,5,3,2,3,12500,11,11,21
1,2,7,9,4042,3,2,3,1,3,8409,1,11,39
1,5,6,6,4046,7,2,3,1,3,6384,11,19,21
0,1,6,8,4048,5,1,3,1,3,8859,11,11,22
1,1,4,6,4049,5,5,3,2,3,8859,11,11,21
1,2,7,7,4060,5,5,3,2,3,13000,11,11,25
0,1,7,7,4061,2,1,3,1,3,41000,5,11,26
1,1,9,9,4066,2,5,3,2,3,19000,11,11,21
1,4,6,6,4070,9,3,2,1,3,6124,5,5,16
1,1,6,7,4076,4,1,3,1,3,7500,2,11,52
0,2,8,8,4091,3,1,3,1,3,48000,11,11,22
0,1,9,9,4092,3,5,3,2,3,48000,3,11,38
1,2,4,6,4121,2,6,3,2,3,4798,11,11,17
1,1,6,7,4122,1,2,3,1,3,9665,11,11,22
1,1,9,9,4168,7,3,2,1,3,3000,5,11,17
0,4,6,6,4177,3,5,3,2,3,17500,11,11,17
0,2,7,7,4208,1,7,2,2,3,41000,3,19,31
0,3,7,8,4219,1,5,3,2,3,3000,11,11,19
0,1,4,4,4220,2,5,3,2,3,10000,11,11,25
1,1,7,8,4224,3,6,3,2,3,2750,11,11,32
1,3,5,8,4226,3,1,3,1,3,65000,3,11,34
1,2,8,7,4228,3,5,3,2,3,15000,11,11,19
0,3,7,7,4232,7,5,3,2,3,15500,11,11,19
0,2,6,8,4236,1,5,3,2,3,19135,11,11,23
1,1,7,7,4238,3,1,3,1,3,20000,11,11,28
1,3,7,10,4246,6,5,3,2,3,1800,11,11,21
0,4,6,8,4262,3,6,3,2,3,8000,11,11,14
0,1,9,8,4264,6,4,1,1,3,20000,11,11,18
0,5,8,8,4270,8,7,2,2,3,6092,3,11,16
1,2,8,8,4274,2,8,1,2,3,552,11,11,18
1,3,7,7,4278,6,1,3,1,3,21500,11,11,24
1,1,8,8,4280,1,5,3,2,3,12000,11,11,19
1,2,8,10,4290,3,5,3,2,3,20000,11,11,23
0,3,8,8,4294,4,5,3,2,3,14600,11,11,26
0,2,7,9,4304,2,5,3,2,3,45000,11,11,18
1,1,5,5,4306,1,5,3,2,3,70000,11,11,22
0,1,7,8,4313,6,3,2,1,3,9000,5,6,26
0,2,7,9,4328,1,1,3,1,4,9000,11,11,36
1,2,8,10,4335,2,1,3,1,4,23000,11,11,21
1,3,6,9,4341,4,8,1,2,4,12000,11,11,23
0,3,6,6,4345,3,5,3,2,4,22000,11,11,24
1,1,7,7,4350,0,1,3,1,4,6740,11,11,30
1,4,7,8,4368,5,5,3,2,4,8800,11,11,21
1,1,7,7,4372,2,5,3,2,4,20000,3,11,29
1,2,10,10,4379,2,5,3,2,4,25000,11,11,19
1,5,8,7,4386,8,5,3,2,4,15000,11,5,20
1,1,6,7,4398,6,2,3,1,4,20000,11,11,22
1,1,7,7,4428,3,5,3,2,4,11000,3,11,29
1,4,8,10,4450,3,5,3,2,4,10525,11,11,17
0,1,8,9,4468,2,1,3,1,4,35000,11,11,28
0,3,7,7,4469,2,5,3,2,4,35000,11,11,20
0,2,4,4,4475,5,6,3,2,4,6600,11,11,23
0,2,6,6,4476,2,5,3,2,4,2000,11,19,17
1,1,5,5,4483,8,6,3,2,4,12816,11,11,15
0,1,7,7,4490,4,5,3,2,4,5444,11,19,17
1,2,6,6,4494,5,5,3,2,4,48000,11,11,26
1,1,6,6,4496,3,5,3,2,4,20570,11,11,21
0,3,7,7,4511,5,1,3,1,4,6000,11,11,30
0,2,7,7,4513,2,4,1,1,4,4402,3,11,45
1,2,7,7,4536,2,5,3,2,4,7250,11,11,27
0,3,8,8,4538,8,5,3,2,4,16000,11,11,21
1,1,6,6,4559,1,1,3,1,4,11000,11,11,27
0,2,5,4,4569,10,2,3,1,4,1600,11,11,21
1,2,8,8,4571,6,5,3,2,4,30000,11,11,25
0,3,7,7,4578,3,5,3,2,4,2500,11,11,23
0,2,8,8,4589,3,5,3,2,4,5000,11,11,21
0,3,8,8,4590,2,5,3,2,4,16000,3,11,32
1,1,7,7,4594,2,5,3,2,4,6112,11,11,25
1,2,6,8,4607,3,1,3,1,4,845,11,11,31
1,1,7,9,4609,2,1,3,1,4,2600,11,11,40
1,1,7,8,4625,1,5,3,2,4,6500,11,11,27
1,1,7,7,4636,0,1,3,1,4,35000,11,16,27
0,2,7,9,4650,1,5,3,2,4,40000,3,11,27
0,2,7,7,4664,6,5,3,2,1,60000,3,11,35
1,2,6,7,4668,2,1,3,1,1,28000,3,11,26
1,1,8,9,4687,1,1,3,1,1,40000,11,11,23
1,1,6,8,4691,3,5,3,2,1,75001,3,11,42
1,2,7,9,4695,0,3,2,1,1,22000,3,11,37
0,1,6,6,4720,5,1,3,1,2,23500,11,11,20
0,2,5,7,4723,3,5,3,2,3,75001,3,11,27
0,4,5,8,4724,3,6,3,2,2,19000,11,11,17
1,2,6,6,4731,5,1,3,1,2,7662,11,11,22
0,3,7,7,4735,5,5,3,2,2,12725,11,11,20
0,1,8,8,4737,1,1,3,1,2,17000,3,11,41
0,1,5,5,4738,4,1,3,1,2,22190,11,11,20
1,2,6,6,4744,2,5,3,2,2,10000,11,11,21
0,1,6,6,4750,5,1,3,1,2,1250,11,11,22
1,3,8,8,4753,1,5,3,2,2,30000,11,11,30
1,2,8,9,4754,1,5,3,2,4,751,3,11,36
0,1,8,8,4769,3,5,3,2,2,12893,11,11,19
1,3,8,8,4772,7,5,3,2,2,20667,11,11,23
0,3,5,5,4774,3,5,3,2,2,6000,11,11,33
1,1,6,7,4780,2,5,3,2,2,16580,11,11,18
0,2,6,6,4800,5,1,3,1,2,9800,11,11,18
1,5,6,6,4806,1,1,3,1,2,38000,11,11,23
1,1,7,7,4810,1,5,3,2,2,3600,11,11,15
1,2,8,8,4815,6,5,3,2,2,10000,11,11,26
1,1,8,9,4817,1,5,3,2,2,20000,11,11,26
1,3,7,7,4828,4,1,3,1,2,26000,3,11,24
1,1,6,6,4837,0,6,3,2,2,2530,11,6,21
1,2,5,5,4846,4,1,3,1,2,15400,1,11,22
1,1,6,7,4858,1,1,3,1,2,24000,11,11,35
1,2,8,8,4873,2,5,3,2,2,12000,3,11,35
1,1,7,7,4876,3,5,3,2,2,25000,11,11,20
1,1,8,9,4879,0,1,3,1,2,3200,11,11,24
1,2,7,8,4881,3,1,3,1,2,12000,11,11,25
0,1,7,7,4883,6,1,3,1,2,9556,11,11,21
1,2,7,7,4896,5,1,3,1,2,20000,6,11,29
0,3,8,8,4901,2,1,3,1,3,29233,11,11,22
1,1,8,10,4907,1,1,3,1,3,25000,3,11,28
0,2,6,8,4914,2,2,3,1,3,11767,11,11,23
0,1,7,7,4919,3,5,3,2,3,12132,11,11,19
0,1,8,8,4921,1,1,3,1,3,50000,3,11,36
1,3,6,7,4926,4,1,3,1,3,32000,11,11,26
1,1,6,8,4934,2,5,3,2,3,11155,11,11,21
1,1,6,8,4943,2,5,3,2,3,21000,11,11,26
0,2,8,8,4945,5,1,3,1,3,70000,11,11,27
1,3,5,5,4950,10,8,1,2,3,7910,11,11,15
0,2,5,6,4973,4,5,3,2,3,18000,11,11,22
1,3,8,8,4978,3,5,3,2,3,20000,12,11,20
0,2,6,8,5007,5,1,3,1,3,9922,11,11,29
0,1,6,8,5017,0,1,3,1,3,35000,11,11,28
0,1,7,6,5026,3,8,1,2,3,3312,11,11,31
1,1,7,7,5028,1,5,3,2,3,75001,3,11,30
1,2,6,6,5029,1,1,3,1,3,75001,3,11,34
1,3,8,12,5035,0,5,3,2,3,56200,11,11,23
1,1,6,8,5048,3,1,3,1,3,7000,11,11,24
0,1,8,8,5061,7,5,3,2,3,10000,11,11,19
0,3,0,0,5088,4,7,2,2,3,17000,11,11,19
1,2,8,8,5102,1,1,3,1,3,20000,11,11,34
0,2,6,8,5108,4,5,3,2,3,29000,11,11,24
1,3,6,6,5115,3,5,3,2,3,6500,11,11,26
1,3,7,8,5125,2,5,3,2,4,15800,11,11,21
0,1,8,8,5133,4,1,3,1,4,18843,11,11,33
0,1,8,8,5141,3,4,1,1,4,49000,11,11,21
1,3,6,6,5142,3,8,1,2,4,49000,11,11,39
0,2,6,8,5145,2,1,3,1,4,23000,11,5,26
0,4,7,9,5147,3,4,1,1,4,13420,11,11,20
0,4,6,6,5149,1,1,3,1,4,2500,11,11,17
1,1,7,7,5162,2,5,3,2,4,26000,11,11,26
1,1,7,8,5170,2,1,3,1,4,25000,3,11,25
0,2,6,9,5178,2,1,3,1,4,19000,2,11,22
0,2,5,5,5186,6,1,3,1,4,9667,11,11,20
1,2,7,8,5187,1,1,3,1,4,18000,11,11,25
1,1,7,7,5198,3,8,1,2,4,4500,11,11,26
0,1,7,7,5199,5,5,3,2,3,5500,11,11,23
0,1,7,7,5212,4,5,3,2,4,27000,11,11,23
1,2,7,7,5218,3,4,1,1,4,9800,11,11,18
1,1,6,6,5226,3,1,3,1,4,25487,3,11,29
0,2,8,8,5244,6,4,1,1,4,24000,11,11,31
0,4,9,10,5251,3,1,3,1,4,30000,3,11,26
1,1,8,8,5255,2,5,3,2,4,7000,11,11,16
1,2,8,10,5268,4,6,3,2,2,4210,11,11,25
0,1,4,4,5269,5,1,3,1,2,8000,11,11,17
1,2,6,8,5271,13,5,3,2,2,0,11,11,17
0,3,6,6,5272,1,5,3,2,2,22000,11,11,17
0,1,8,8,5289,3,5,3,2,2,7350,3,11,26
0,1,8,8,5294,3,5,3,2,2,20474,11,11,16
1,2,7,9,5295,4,5,3,2,2,11220,11,11,22
0,1,7,8,5299,4,5,3,2,2,20000,3,11,27
0,1,7,7,5315,4,5,3,2,2,19000,3,11,23
0,1,4,4,5325,5,5,3,2,2,11019,11,11,21
0,2,7,8,5326,5,5,3,2,2,6000,3,11,31
1,2,7,7,5327,1,5,3,2,2,20000,11,11,25
1,1,5,5,5328,4,5,3,2,4,15200,11,11,24
1,1,7,8,5332,2,5,3,2,2,25000,11,11,20
0,1,7,8,5337,3,1,3,1,2,40000,11,11,33
1,2,7,9,5339,0,6,3,2,2,4642,11,11,17
1,2,7,7,5352,3,1,3,1,2,38000,3,11,22
1,1,8,8,5372,3,5,3,2,2,20000,3,11,26
0,2,7,7,5373,3,5,3,2,2,20000,3,11,26
0,2,8,8,5382,3,1,3,1,2,18000,11,11,32
0,2,7,8,5389,6,5,3,2,2,21544,11,11,29
0,3,8,8,5390,8,2,3,1,2,9680,11,11,21
0,2,7,8,5397,3,5,3,2,2,8000,11,11,24
0,2,8,8,5402,6,1,3,1,2,20000,11,11,28
0,1,7,7,5405,1,1,3,1,2,3790,3,11,30
1,1,7,7,5406,2,6,3,2,2,7850,11,11,20
0,2,5,5,5416,5,2,3,1,2,8000,3,11,23
0,2,6,8,5419,3,1,3,1,2,14000,3,11,26
1,3,6,7,5421,9,5,3,2,2,13000,11,11,20
1,3,7,8,5424,3,5,3,2,2,19183,16,11,24
1,3,6,8,5428,4,5,3,2,2,36017,3,11,33
0,4,9,9,5455,5,5,3,2,3,10000,11,11,19
1,2,6,6,5487,7,5,3,2,3,13488,11,11,20
1,4,5,5,5488,3,5,3,2,3,15554,11,11,19
0,1,6,8,5489,6,1,3,1,3,13000,3,11,28
0,3,8,8,5495,2,1,3,1,3,8000,11,11,23
0,1,5,8,5496,2,1,3,1,3,16000,11,11,24
0,1,5,5,5497,2,1,3,1,3,16000,11,11,21
0,1,6,6,5508,2,5,3,2,3,7900,11,11,19
0,2,6,6,5526,1,5,3,2,3,4000,11,11,31
1,2,7,7,5528,8,5,3,2,3,9452,11,11,22
1,3,7,8,5531,11,1,3,1,3,24200,11,11,28
0,4,6,7,5555,3,5,3,2,3,12700,11,11,20
1,2,7,10,5557,4,5,3,2,3,3500,11,11,15
1,2,7,7,5573,5,1,3,1,3,15360,11,11,23
1,1,6,7,5594,2,1,3,1,3,40000,3,11,32
0,1,7,8,5599,1,2,3,1,3,3020,11,11,24
1,2,8,7,5615,1,7,2,2,3,8815,11,11,17
0,1,7,8,5618,4,3,2,1,3,25000,3,11,24
0,2,7,9,5638,3,3,2,1,3,12673,1,11,21
1,1,7,7,5649,1,1,3,1,4,17425,11,11,29
0,1,6,9,5651,2,1,3,1,3,50000,11,11,23
0,1,8,8,5666,2,1,3,1,3,8000,11,11,26
1,2,8,8,5669,3,5,3,2,4,19599,11,11,24
0,3,8,9,5675,4,5,3,2,4,40000,3,11,34
1,2,6,6,5681,2,6,3,2,4,4800,11,11,19
0,4,5,5,5684,4,7,2,2,4,11220,11,11,15
0,2,9,10,5690,3,8,1,2,4,9500,11,11,32
0,1,6,6,5691,2,1,3,1,4,17623,11,11,22
1,1,8,8,5695,7,5,3,2,4,32578,11,11,26
1,1,7,8,5699,2,1,3,1,4,10030,11,11,23
1,2,7,9,5702,6,5,3,2,4,33260,11,11,30
1,1,7,7,5705,3,5,3,2,4,10719,16,11,21
0,3,7,8,5707,4,5,3,2,4,5632,11,11,21
1,2,8,8,5708,3,6,3,2,4,3600,11,11,30
0,1,6,8,5713,1,5,3,2,4,12000,11,11,16
0,1,8,8,5723,1,11,1,1,3,7138,11,11,32
1,4,6,7,5731,5,11,1,1,3,9100,11,11,19
1,1,6,6,5735,5,11,1,1,3,26648,1,11,24
0,2,7,7,5750,1,11,1,1,3,30,11,11,22
0,2,9,9,5754,4,11,1,1,3,12000,11,11,21
1,3,9,9,5756,7,14,1,2,3,3000,11,11,18
0,1,8,8,5776,5,11,1,1,3,0,11,11,18
1,3,7,9,5784,2,11,1,1,3,13000,11,11,32
1,1,8,9,5790,11,14,1,2,3,3600,11,11,21
1,3,8,8,5791,5,11,1,1,3,3600,5,5,47
0,1,5,7,5793,1,14,1,2,3,8000,11,11,19
0,2,8,10,5803,6,14,1,2,3,2500,11,11,19
0,3,7,9,5813,4,14,1,2,3,8388,11,11,19
0,1,8,10,5821,1,14,1,2,4,41000,11,11,26
1,3,6,7,5827,3,14,1,2,4,4000,11,19,22
0,2,6,6,5829,4,14,1,2,4,8000,11,11,21
1,2,7,7,5839,3,14,1,2,4,19000,11,11,20
1,1,8,9,5840,4,14,1,2,4,6000,12,11,18
1,3,5,5,5849,2,14,1,2,4,4000,11,11,18
0,2,6,6,5855,8,14,1,2,4,9000,11,11,16
1,3,8,8,5864,0,11,1,1,4,4400,11,11,22
0,2,8,8,5886,6,10,2,1,1,17000,11,11,22
0,1,7,7,5887,12,13,2,2,1,17000,11,11,21
1,1,6,6,5905,8,11,1,1,1,5000,11,11,21
0,1,12,12,5913,11,13,2,2,1,5000,11,11,17
0,5,8,7,5915,2,10,2,1,1,6000,3,11,26
0,3,8,8,5927,3,13,2,2,1,3684,15,6,23
1,4,4,6,5928,2,10,2,1,1,7500,3,6,25
1,2,7,7,5935,4,10,2,1,1,5196,11,11,22
1,3,7,10,5941,4,13,2,2,1,17000,11,11,22
1,2,7,7,5953,4,13,2,2,1,3276,11,11,16
0,4,4,5,5999,7,13,2,2,2,7600,6,11,18
1,1,5,5,6019,5,14,1,2,3,0,11,11,20
1,3,5,5,6043,4,13,2,2,3,22000,3,11,29
1,3,6,7,6053,3,13,2,2,3,10000,11,11,24
0,3,8,8,6069,4,13,2,2,3,4676,11,11,15
0,3,5,8,6072,1,13,2,2,3,23718,11,11,20
1,5,7,7,6078,2,13,2,2,3,19000,11,11,16
1,1,10,10,6089,5,10,2,1,3,700,11,6,19
0,2,6,8,6094,4,10,2,1,3,12000,11,11,26
0,1,8,7,6112,6,10,2,1,3,9000,5,5,15
1,3,7,11,6118,6,13,2,2,3,9000,11,11,20
1,2,10,14,6121,2,10,2,1,3,25000,5,5,21
0,2,4,8,6128,10,10,2,1,3,5000,5,19,18
0,3,8,8,6156,1,10,2,1,3,5028,16,11,36
0,1,8,8,6160,2,13,2,2,3,42000,11,11,22
1,3,8,8,6171,6,13,2,2,3,17000,3,11,40
